longitude;latitude
-73.961277;40.722673
-73.9386177;40.7498146
-73.9818871;40.7680969
-73.9820909;40.7688851
-73.9843011;40.7698195
-73.9848661;40.7693022
-74.0078545;40.7790683
-74.018898;40.7635112
-74.023819;40.7469102
-73.961277;40.722673
