longitude;latitude
-74.1785145;40.6706134
-74.1490746;40.7103993
-74.1626358;40.7141727
-74.1822052;40.7126763
-74.184494;40.6994464
-74.1904163;40.6915289
-74.1929913;40.6882097
-74.1927052;40.6790324
-74.1885281;40.6737598
-74.1785145;40.6706134
