longitude;latitude
-73.8736153;40.7707485
-73.8700676;40.770586
-73.8673639;40.7698385
-73.8616991;40.7659382
-73.8577509;40.7676283
-73.8544464;40.7726335
-73.8694096;40.7804114
-73.8682938;40.7853182
-73.8700533;40.7866504
-73.8785934;40.783791
-73.8853312;40.7801515
-73.8847303;40.7743669
-73.8894081;40.7735435
-73.8875198;40.7662632
-73.8831425;40.7671083
-73.8779926;40.7699035
-73.8759184;40.7705752
-73.8736153;40.7707485
