longitude;latitude
-73.8241768;40.6483455
-73.7853813;40.6298484
-73.7912178;40.6209888
-73.7824631;40.6177313
-73.7762833;40.6243765
-73.7711334;40.6181222
-73.7481308;40.6340172
-73.7457275;40.6452196
-73.7477302;40.6499518
-73.7524223;40.6538155
-73.7574577;40.657896
-73.7654686;40.6605873
-73.7761688;40.6654486
-73.7892151;40.6678791
-73.8016319;40.6672281
-73.8133621;40.665275
-73.8233185;40.6618894
-73.8241768;40.6483455
